runtime,node,benchmark,matrix_size,num_threads,block_size_row,block_size_col,num_elements,num_elements_uncomplete,chunk_size,grain_size,num_blocks,num_blocks/chunk_size,num_elements*chunk_size,num_blocks/num_threads,num_blocks/(chunk_size*(num_threads-1)),L1cache,L2cache,L3cache,cache_line,set_associativity,datatype,cost,simd_size,execution_time,num_tasks,mflops
openmp,marvin,dmatdmatadd,1380,1,4,128,512,400,3795,1904400,3795,1.0,1943040,3795.0,0,32768,262144,20971520,8,512,8,728640.0,4,4020.2065833943766,1.0,473.707
openmp,marvin,dmatdmatadd,1587,1,4,128,512,204,5161,2520156,5161,1.0,2642432,5161.0,0,32768,262144,20971520,8,512,8,990912.0,4,5270.38877765563,1.0,478.474
openmp,marvin,dmatdmatadd,200,1,4,256,800,0,50,40000,50,1.0,40000,50.0,0,32768,262144,20971520,8,512,8,15000.0,4,38.46153846153846,1.0,1040.0
openmp,marvin,dmatdmatadd,230,1,4,256,928,0,58,53824,58,1.0,53824,58.0,0,32768,262144,20971520,8,512,8,20184.0,4,51.77375913813005,1.0,1039.6
openmp,marvin,dmatdmatadd,264,1,4,256,1024,32,132,69696,132,1.0,135168,132.0,0,32768,262144,20971520,8,512,8,50688.0,4,69.66256197025427,1.0,1000.48
openmp,marvin,dmatdmatadd,300,1,4,256,1024,176,150,90000,150,1.0,153600,150.0,0,32768,262144,20971520,8,512,8,57600.0,4,88.09451562698824,1.0,1021.63
openmp,marvin,dmatdmatadd,345,1,4,256,1024,356,174,120060,174,1.0,178176,174.0,0,32768,262144,20971520,8,512,8,66816.0,4,120.81525154879837,1.0,1002.39
openmp,marvin,dmatdmatadd,396,1,4,256,1024,560,198,156816,198,1.0,202752,198.0,0,32768,262144,20971520,8,512,8,76032.0,4,151.1960430787624,1.0,1037.17
openmp,marvin,dmatdmatadd,455,1,4,256,1024,796,228,207480,228,1.0,233472,228.0,0,32768,262144,20971520,8,512,8,87552.0,4,199.353818129524,1.0,1043.05
openmp,marvin,dmatdmatadd,523,1,4,256,1024,44,393,274052,393,1.0,402432,393.0,0,32768,262144,20971520,8,512,8,150912.0,4,270.8384296705465,1.0,1013.8
openmp,marvin,dmatdmatadd,600,1,4,256,1024,352,450,360000,450,1.0,460800,450.0,0,32768,262144,20971520,8,512,8,172800.0,4,349.0299874930921,1.0,1031.43
openmp,marvin,dmatdmatadd,690,1,4,256,1024,712,519,477480,519,1.0,531456,519.0,0,32768,262144,20971520,8,512,8,199296.0,4,461.92965871163153,1.0,1036.66
openmp,marvin,dmatdmatadd,793,1,4,256,1024,100,796,631228,796,1.0,815104,796.0,0,32768,262144,20971520,8,512,8,305664.0,4,723.5000256918237,1.0,875.765
openmp,marvin,dmatdmatadd,912,1,4,256,1024,576,912,831744,912,1.0,933888,912.0,0,32768,262144,20971520,8,512,8,350208.0,4,1182.448877465141,1.0,703.408
openmp,marvin,dmatdmatadd,1048,1,4,256,1024,96,1310,1098304,1310,1.0,1341440,1310.0,0,32768,262144,20971520,8,512,8,503040.0,4,1992.3159250458034,1.0,551.27
openmp,marvin,dmatdmatadd,1200,1,4,256,1024,704,1500,1440000,1500,1.0,1536000,1500.0,0,32768,262144,20971520,8,512,8,576000.0,4,2907.4991267407136,1.0,495.271
openmp,marvin,dmatdmatadd,1380,1,4,256,1024,400,2070,1904400,2070,1.0,2119680,2070.0,0,32768,262144,20971520,8,512,8,794880.0,4,3984.425507520488,1.0,477.961
openmp,marvin,dmatdmatadd,1587,1,4,256,1024,204,2779,2520156,2779,1.0,2845696,2779.0,0,32768,262144,20971520,8,512,8,1067136.0,4,5222.732168005965,1.0,482.84
openmp,marvin,dmatdmatadd,200,1,4,512,800,0,50,40000,50,1.0,40000,50.0,0,32768,262144,20971520,8,512,8,15000.0,4,38.460429026085784,1.0,1040.03
openmp,marvin,dmatdmatadd,230,1,4,512,928,0,58,53824,58,1.0,53824,58.0,0,32768,262144,20971520,8,512,8,20184.0,4,51.71903526472566,1.0,1040.7
openmp,marvin,dmatdmatadd,264,1,4,512,1056,0,66,69696,66,1.0,69696,66.0,0,32768,262144,20971520,8,512,8,26136.0,4,66.35502451563765,1.0,1050.35
openmp,marvin,dmatdmatadd,300,1,4,512,1200,0,75,90000,75,1.0,90000,75.0,0,32768,262144,20971520,8,512,8,33750.0,4,85.85738134986883,1.0,1048.25
openmp,marvin,dmatdmatadd,345,1,4,512,1392,0,87,121104,87,1.0,121104,87.0,0,32768,262144,20971520,8,512,8,45414.0,4,117.58697361905408,1.0,1029.91
openmp,marvin,dmatdmatadd,396,1,4,512,1584,0,99,156816,99,1.0,156816,99.0,0,32768,262144,20971520,8,512,8,58806.0,4,148.721109983593,1.0,1054.43
openmp,marvin,dmatdmatadd,455,1,4,512,1824,0,114,207936,114,1.0,207936,114.0,0,32768,262144,20971520,8,512,8,77976.0,4,197.98714591763866,1.0,1050.25
openmp,marvin,dmatdmatadd,523,1,4,512,2048,44,262,274052,262,1.0,536576,262.0,0,32768,262144,20971520,8,512,8,201216.0,4,268.3319163075239,1.0,1023.27
openmp,marvin,dmatdmatadd,600,1,4,512,2048,352,300,360000,300,1.0,614400,300.0,0,32768,262144,20971520,8,512,8,230400.0,4,345.8279697976906,1.0,1040.98
openmp,marvin,dmatdmatadd,690,1,4,512,2048,712,346,477480,346,1.0,708608,346.0,0,32768,262144,20971520,8,512,8,265728.0,4,466.38357551910866,1.0,1026.76
openmp,marvin,dmatdmatadd,793,1,4,512,2048,1124,398,631228,398,1.0,815104,398.0,0,32768,262144,20971520,8,512,8,305664.0,4,642.6223522670223,1.0,985.985
openmp,marvin,dmatdmatadd,912,1,4,512,2048,1600,456,831744,456,1.0,933888,456.0,0,32768,262144,20971520,8,512,8,350208.0,4,1128.434168432649,1.0,737.078
openmp,marvin,dmatdmatadd,1048,1,4,512,2048,96,786,1098304,786,1.0,1609728,786.0,0,32768,262144,20971520,8,512,8,603648.0,4,1955.0324591523772,1.0,561.783
openmp,marvin,dmatdmatadd,1200,1,4,512,2048,704,900,1440000,900,1.0,1843200,900.0,0,32768,262144,20971520,8,512,8,691200.0,4,2883.9048071088255,1.0,499.323
openmp,marvin,dmatdmatadd,1380,1,4,512,2048,1424,1035,1904400,1035,1.0,2119680,1035.0,0,32768,262144,20971520,8,512,8,794880.0,4,3926.2822164815616,1.0,485.039
openmp,marvin,dmatdmatadd,1587,1,4,512,2048,204,1588,2520156,1588,1.0,3252224,1588.0,0,32768,262144,20971520,8,512,8,1219584.0,4,5179.235769519096,1.0,486.895
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,1,256,200,200.0,256,200.0,0,32768,262144,20971520,8,512,8,96.0,4,43.11334390328815,200.0,927.787
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,1,256,232,232.0,256,232.0,0,32768,262144,20971520,8,512,8,96.0,4,56.28730116069552,232.0,956.237
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,1,256,330,330.0,256,330.0,0,32768,262144,20971520,8,512,8,96.0,4,73.74801069989503,330.0,945.056
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,1,256,375,375.0,256,375.0,0,32768,262144,20971520,8,512,8,96.0,4,92.9428494418782,375.0,968.337
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,1,256,522,522.0,256,522.0,0,32768,262144,20971520,8,512,8,96.0,4,132.1706483896668,522.0,916.27
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,1,256,693,693.0,256,693.0,0,32768,262144,20971520,8,512,8,96.0,4,165.15952909059888,693.0,949.482
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,1,256,912,912.0,256,912.0,0,32768,262144,20971520,8,512,8,96.0,4,217.7807801674705,912.0,954.795
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,1,256,1179,1179.0,256,1179.0,0,32768,262144,20971520,8,512,8,96.0,4,289.40847368482076,1179.0,948.749
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,1,256,1500,1500.0,256,1500.0,0,32768,262144,20971520,8,512,8,96.0,4,371.8608744515052,1500.0,968.104
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,1,256,1903,1903.0,256,1903.0,0,32768,262144,20971520,8,512,8,96.0,4,522.2573158601916,1903.0,916.912
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,1,256,2587,2587.0,256,2587.0,0,32768,262144,20971520,8,512,8,96.0,4,818.0556434214417,2587.0,774.539
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,1,256,3420,3420.0,256,3420.0,0,32768,262144,20971520,8,512,8,96.0,4,1689.9698271921002,3420.0,492.165
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,1,256,4454,4454.0,256,4454.0,0,32768,262144,20971520,8,512,8,96.0,4,3062.87473576771,4454.0,358.586
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,1,256,5700,5700.0,256,5700.0,0,32768,262144,20971520,8,512,8,96.0,4,4572.226896759752,5700.0,314.945
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,1,256,7590,7590.0,256,7590.0,0,32768,262144,20971520,8,512,8,96.0,4,6290.671018121519,7590.0,302.734
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,1,256,9925,9925.0,256,9925.0,0,32768,262144,20971520,8,512,8,96.0,4,73397.19129738776,9925.0,34.3575
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,2,512,200,100.0,512,200.0,0,32768,262144,20971520,8,512,8,192.0,4,43.1374282975059,100.0,927.269
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,2,512,232,116.0,512,232.0,0,32768,262144,20971520,8,512,8,192.0,4,56.23854572202962,116.0,957.066
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,2,512,330,165.0,512,330.0,0,32768,262144,20971520,8,512,8,192.0,4,73.75956177744288,165.0,944.908
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,2,512,375,187.5,512,375.0,0,32768,262144,20971520,8,512,8,192.0,4,93.1530442414858,188.0,966.152
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,2,512,522,261.0,512,522.0,0,32768,262144,20971520,8,512,8,192.0,4,132.80141416223827,261.0,911.918
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,2,512,693,346.5,512,693.0,0,32768,262144,20971520,8,512,8,192.0,4,165.73082691033378,347.0,946.209
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,2,512,912,456.0,512,912.0,0,32768,262144,20971520,8,512,8,192.0,4,217.92936915182614,456.0,954.144
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,2,512,1179,589.5,512,1179.0,0,32768,262144,20971520,8,512,8,192.0,4,289.47132602317447,590.0,948.543
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,2,512,1500,750.0,512,1500.0,0,32768,262144,20971520,8,512,8,192.0,4,372.15841543216897,750.0,967.33
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,2,512,1903,951.5,512,1903.0,0,32768,262144,20971520,8,512,8,192.0,4,497.5293095781332,952.0,962.484
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,2,512,2587,1293.5,512,2587.0,0,32768,262144,20971520,8,512,8,192.0,4,877.4362226881331,1294.0,722.122
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,2,512,3420,1710.0,512,3420.0,0,32768,262144,20971520,8,512,8,192.0,4,1704.3235932953569,1710.0,488.02
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,2,512,4454,2227.0,512,4454.0,0,32768,262144,20971520,8,512,8,192.0,4,3081.4881319791257,2227.0,356.42
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,2,512,5700,2850.0,512,5700.0,0,32768,262144,20971520,8,512,8,192.0,4,4563.128024260631,2850.0,315.573
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,2,512,7590,3795.0,512,7590.0,0,32768,262144,20971520,8,512,8,192.0,4,6291.647807801458,3795.0,302.687
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,2,512,9925,4962.5,512,9925.0,0,32768,262144,20971520,8,512,8,192.0,4,29498.87759530497,4963.0,85.4861
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,3,768,200,66.66666666666667,768,200.0,0,32768,262144,20971520,8,512,8,288.0,4,43.16223822102519,67.0,926.736
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,3,768,232,77.33333333333333,768,232.0,0,32768,262144,20971520,8,512,8,288.0,4,56.33985628228545,78.0,955.345
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,3,768,330,110.0,768,330.0,0,32768,262144,20971520,8,512,8,288.0,4,73.80283241242161,110.0,944.354
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,3,768,375,125.0,768,375.0,0,32768,262144,20971520,8,512,8,288.0,4,93.23478071697546,125.0,965.305
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,3,768,522,174.0,768,522.0,0,32768,262144,20971520,8,512,8,288.0,4,132.85313247685568,174.0,911.563
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,3,768,693,231.0,768,693.0,0,32768,262144,20971520,8,512,8,288.0,4,165.20859671302148,231.0,949.2
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,3,768,912,304.0,768,912.0,0,32768,262144,20971520,8,512,8,288.0,4,218.74852062602372,304.0,950.571
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,3,768,1179,393.0,768,1179.0,0,32768,262144,20971520,8,512,8,288.0,4,289.4121342374125,393.0,948.737
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,3,768,1500,500.0,768,1500.0,0,32768,262144,20971520,8,512,8,288.0,4,372.67003587984294,500.0,966.002
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,3,768,1903,634.3333333333334,768,1903.0,0,32768,262144,20971520,8,512,8,288.0,4,523.9590605010866,635.0,913.934
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,3,768,2587,862.3333333333334,768,2587.0,0,32768,262144,20971520,8,512,8,288.0,4,836.5274425826076,863.0,757.436
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,3,768,3420,1140.0,768,3420.0,0,32768,262144,20971520,8,512,8,288.0,4,1672.0119167515995,1140.0,497.451
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,3,768,4454,1484.6666666666667,768,4454.0,0,32768,262144,20971520,8,512,8,288.0,4,3089.8973132648757,1485.0,355.45
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,3,768,5700,1900.0,768,5700.0,0,32768,262144,20971520,8,512,8,288.0,4,4572.386595286631,1900.0,314.934
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,3,768,7590,2530.0,768,7590.0,0,32768,262144,20971520,8,512,8,288.0,4,6290.463229659382,2530.0,302.744
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,3,768,9925,3308.3333333333335,768,9925.0,0,32768,262144,20971520,8,512,8,288.0,4,5465.88029764111,3309.0,461.361
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,4,800,200,50.0,1024,200.0,0,32768,262144,20971520,8,512,8,384.0,4,43.104330799876294,50.0,927.981
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,4,920,232,58.0,1024,232.0,0,32768,262144,20971520,8,512,8,384.0,4,56.38175847313371,58.0,954.635
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,4,1024,330,82.5,1024,330.0,0,32768,262144,20971520,8,512,8,384.0,4,73.74847891645945,83.0,945.05
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,4,1024,375,93.75,1024,375.0,0,32768,262144,20971520,8,512,8,384.0,4,93.22859963392236,94.0,965.369
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,4,1024,522,130.5,1024,522.0,0,32768,262144,20971520,8,512,8,384.0,4,132.6581246857552,131.0,912.903
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,4,1024,693,173.25,1024,693.0,0,32768,262144,20971520,8,512,8,384.0,4,165.3809120543845,174.0,948.211
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,4,1024,912,228.0,1024,912.0,0,32768,262144,20971520,8,512,8,384.0,4,217.9572378834031,228.0,954.022
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,4,1024,1179,294.75,1024,1179.0,0,32768,262144,20971520,8,512,8,384.0,4,289.1722589423753,295.0,949.524
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,4,1024,1500,375.0,1024,1500.0,0,32768,262144,20971520,8,512,8,384.0,4,372.041110542715,375.0,967.635
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,4,1024,1903,475.75,1024,1903.0,0,32768,262144,20971520,8,512,8,384.0,4,493.1231489757838,476.0,971.084
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,4,1024,2587,646.75,1024,2587.0,0,32768,262144,20971520,8,512,8,384.0,4,805.1305445040682,647.0,786.973
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,4,1024,3420,855.0,1024,3420.0,0,32768,262144,20971520,8,512,8,384.0,4,1605.9841321637448,855.0,517.903
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,4,1024,4454,1113.5,1024,4454.0,0,32768,262144,20971520,8,512,8,384.0,4,3102.2381904665062,1114.0,354.036
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,4,1024,5700,1425.0,1024,5700.0,0,32768,262144,20971520,8,512,8,384.0,4,4541.526583699704,1425.0,317.074
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,4,1024,7590,1897.5,1024,7590.0,0,32768,262144,20971520,8,512,8,384.0,4,6291.50230926282,1898.0,302.694
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,4,1024,9925,2481.25,1024,9925.0,0,32768,262144,20971520,8,512,8,384.0,4,5273.132939515918,2482.0,478.225
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,5,1056,200,40.0,1280,200.0,0,32768,262144,20971520,8,512,8,480.0,4,43.11803778433651,40.0,927.686
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,5,1176,232,46.4,1280,232.0,0,32768,262144,20971520,8,512,8,480.0,4,56.32016608087025,47.0,955.679
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,5,1056,330,66.0,1280,330.0,0,32768,262144,20971520,8,512,8,480.0,4,73.69404957768877,66.0,945.748
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,5,1200,375,75.0,1280,375.0,0,32768,262144,20971520,8,512,8,480.0,4,93.17522532875326,75.0,965.922
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,5,1280,522,104.4,1280,522.0,0,32768,262144,20971520,8,512,8,480.0,4,132.51267910778472,105.0,913.905
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,5,1280,693,138.6,1280,693.0,0,32768,262144,20971520,8,512,8,480.0,4,166.0458231241807,139.0,944.414
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,5,1280,912,182.4,1280,912.0,0,32768,262144,20971520,8,512,8,480.0,4,217.66132569330244,183.0,955.319
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,5,1280,1179,235.8,1280,1179.0,0,32768,262144,20971520,8,512,8,480.0,4,289.35388143252175,236.0,948.928
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,5,1280,1500,300.0,1280,1500.0,0,32768,262144,20971520,8,512,8,480.0,4,372.19535293424343,300.0,967.234
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,5,1280,1903,380.6,1280,1903.0,0,32768,262144,20971520,8,512,8,480.0,4,504.998159766053,381.0,948.249
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,5,1280,2587,517.4,1280,2587.0,0,32768,262144,20971520,8,512,8,480.0,4,934.8788347360097,518.0,677.752
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,5,1280,3420,684.0,1280,3420.0,0,32768,262144,20971520,8,512,8,480.0,4,1640.737533362397,684.0,506.933
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,5,1280,4454,890.8,1280,4454.0,0,32768,262144,20971520,8,512,8,480.0,4,3092.1068930956426,891.0,355.196
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,5,1280,5700,1140.0,1280,5700.0,0,32768,262144,20971520,8,512,8,480.0,4,4542.199875720365,1140.0,317.027
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,5,1280,7590,1518.0,1280,7590.0,0,32768,262144,20971520,8,512,8,480.0,4,6274.773394486345,1518.0,303.501
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,5,1280,9925,1985.0,1280,9925.0,0,32768,262144,20971520,8,512,8,480.0,4,5259.890411301778,1985.0,479.429
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,6,1312,200,33.333333333333336,1536,200.0,0,32768,262144,20971520,8,512,8,576.0,4,43.15259945865064,34.0,926.943
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,6,1432,232,38.666666666666664,1536,232.0,0,32768,262144,20971520,8,512,8,576.0,4,56.37189700063468,39.0,954.802
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,6,1312,330,55.0,1536,330.0,0,32768,262144,20971520,8,512,8,576.0,4,73.85343120269322,55.0,943.707
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,6,1456,375,62.5,1536,375.0,0,32768,262144,20971520,8,512,8,576.0,4,93.125477268071,63.0,966.438
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,6,1380,522,87.0,1536,522.0,0,32768,262144,20971520,8,512,8,576.0,4,132.3645139289649,87.0,914.928
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,6,1536,693,115.5,1536,693.0,0,32768,262144,20971520,8,512,8,576.0,4,165.8794894225592,116.0,945.361
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,6,1536,912,152.0,1536,912.0,0,32768,262144,20971520,8,512,8,576.0,4,217.9042477160169,152.0,954.254
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,6,1536,1179,196.5,1536,1179.0,0,32768,262144,20971520,8,512,8,576.0,4,289.4502705004786,197.0,948.612
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,6,1536,1500,250.0,1536,1500.0,0,32768,262144,20971520,8,512,8,576.0,4,371.93079607654334,250.0,967.922
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,6,1536,1903,317.1666666666667,1536,1903.0,0,32768,262144,20971520,8,512,8,576.0,4,491.661960840683,318.0,973.97
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,6,1536,2587,431.1666666666667,1536,2587.0,0,32768,262144,20971520,8,512,8,576.0,4,860.5791105672263,432.0,736.267
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,6,1536,3420,570.0,1536,3420.0,0,32768,262144,20971520,8,512,8,576.0,4,1661.3415467216355,570.0,500.646
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,6,1536,4454,742.3333333333334,1536,4454.0,0,32768,262144,20971520,8,512,8,576.0,4,3088.038148364749,743.0,355.664
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,6,1536,5700,950.0,1536,5700.0,0,32768,262144,20971520,8,512,8,576.0,4,4563.012348652168,950.0,315.581
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,6,1536,7590,1265.0,1536,7590.0,0,32768,262144,20971520,8,512,8,576.0,4,6302.975743273881,1265.0,302.143
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,6,1536,9925,1654.1666666666667,1536,9925.0,0,32768,262144,20971520,8,512,8,576.0,4,5266.041443484543,1655.0,478.869
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,7,1568,200,28.571428571428573,1792,200.0,0,32768,262144,20971520,8,512,8,672.0,4,43.14831694596213,29.0,927.035
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,7,1688,232,33.142857142857146,1792,232.0,0,32768,262144,20971520,8,512,8,672.0,4,56.28459357742425,34.0,956.283
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,7,1568,330,47.142857142857146,1792,330.0,0,32768,262144,20971520,8,512,8,672.0,4,73.73037887106705,48.0,945.282
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,7,1712,375,53.57142857142857,1792,375.0,0,32768,262144,20971520,8,512,8,672.0,4,92.99807183997719,54.0,967.762
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,7,1636,522,74.57142857142857,1792,522.0,0,32768,262144,20971520,8,512,8,672.0,4,132.4465938507876,75.0,914.361
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,7,1584,693,99.0,1792,693.0,0,32768,262144,20971520,8,512,8,672.0,4,165.03368743198843,99.0,950.206
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,7,1792,912,130.28571428571428,1792,912.0,0,32768,262144,20971520,8,512,8,672.0,4,218.94775856949414,131.0,949.706
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,7,1792,1179,168.42857142857142,1792,1179.0,0,32768,262144,20971520,8,512,8,672.0,4,289.37553287797846,169.0,948.857
openmp,marvin,dmatdmatadd,600,1,4,64,256,96,7,1792,1500,214.28571428571428,1792,1500.0,0,32768,262144,20971520,8,512,8,672.0,4,372.00151280615205,215.0,967.738
openmp,marvin,dmatdmatadd,690,1,4,64,256,200,7,1792,1903,271.85714285714283,1792,1903.0,0,32768,262144,20971520,8,512,8,672.0,4,511.40140285526326,272.0,936.376
openmp,marvin,dmatdmatadd,793,1,4,64,256,100,7,1792,2587,369.57142857142856,1792,2587.0,0,32768,262144,20971520,8,512,8,672.0,4,870.7044750276553,370.0,727.705
openmp,marvin,dmatdmatadd,912,1,4,64,256,64,7,1792,3420,488.57142857142856,1792,3420.0,0,32768,262144,20971520,8,512,8,672.0,4,1586.9948483113908,489.0,524.1
openmp,marvin,dmatdmatadd,1048,1,4,64,256,96,7,1792,4454,636.2857142857143,1792,4454.0,0,32768,262144,20971520,8,512,8,672.0,4,3106.0369962924524,637.0,353.603
openmp,marvin,dmatdmatadd,1200,1,4,64,256,192,7,1792,5700,814.2857142857143,1792,5700.0,0,32768,262144,20971520,8,512,8,672.0,4,4583.695413439777,815.0,314.157
openmp,marvin,dmatdmatadd,1380,1,4,64,256,144,7,1792,7590,1084.2857142857142,1792,7590.0,0,32768,262144,20971520,8,512,8,672.0,4,6272.892566339035,1085.0,303.592
openmp,marvin,dmatdmatadd,1587,1,4,64,256,204,7,1792,9925,1417.857142857143,1792,9925.0,0,32768,262144,20971520,8,512,8,672.0,4,5275.813733571556,1418.0,477.982
openmp,marvin,dmatdmatadd,200,1,4,64,256,32,8,1600,200,25.0,2048,200.0,0,32768,262144,20971520,8,512,8,768.0,4,43.127986613072956,25.0,927.472
openmp,marvin,dmatdmatadd,230,1,4,64,256,152,8,1840,232,29.0,2048,232.0,0,32768,262144,20971520,8,512,8,768.0,4,56.26694181268118,29.0,956.583
openmp,marvin,dmatdmatadd,264,1,4,64,256,32,8,1824,330,41.25,2048,330.0,0,32768,262144,20971520,8,512,8,768.0,4,73.79243970536386,42.0,944.487
openmp,marvin,dmatdmatadd,300,1,4,64,256,176,8,1968,375,46.875,2048,375.0,0,32768,262144,20971520,8,512,8,768.0,4,92.95014464075285,47.0,968.261
openmp,marvin,dmatdmatadd,345,1,4,64,256,100,8,1892,522,65.25,2048,522.0,0,32768,262144,20971520,8,512,8,768.0,4,132.80432679970787,66.0,911.898
openmp,marvin,dmatdmatadd,396,1,4,64,256,48,8,1840,693,86.625,2048,693.0,0,32768,262144,20971520,8,512,8,768.0,4,165.7649886788145,87.0,946.014
openmp,marvin,dmatdmatadd,455,1,4,64,256,28,8,1820,912,114.0,2048,912.0,0,32768,262144,20971520,8,512,8,768.0,4,218.8684806062839,114.0,950.05
openmp,marvin,dmatdmatadd,523,1,4,64,256,44,8,2048,1179,147.375,2048,1179.0,0,32768,262144,20971520,8,512,8,768.0,4,289.6019997574134,148.0,948.115
